meaning_id;word;definition;examples_markdown
190;bogac;Muž, ktory imaje mnogo denej i imuščstva;!**Bogac** kupil novy dom na beregu morja. — **Bogac** ne vsegda jest sčastliv.
191;bogac;Bogatyj čelověk, imajučy věliko imuščstvo;!**Bogac** žil v roskošnom dvorcu. — **Bogac** pomagal ubogim.
192;bogalj;Člověk s tělěsným nedostatkom; invalid;!**Bogalj** prosil milostynju u crkvy. — **Bogalj** ne mohl hoditi bez palice.
193;bogatej;Bogaty čelověk; muž s vělikim imuščstvom;!**Bogatej** síděl na zlatom stolě. — **Bogatej** ne věděl, čto jest bjeda.
194;bogateti;Stanoviti se bogatym; polučati imuščstvo;!On **bogateje** s každym godom. — **Bogateti** na nefti v XXI věkě.
195;bogatstvo;Veliko imuščstvo, mnogo denej, roskš;!**Bogatstvo** ne prinosi sčastja. — **Bogatstvo** prirody v etom regioně.
196;bogatyrj;Junak, hrabry vojin v starodavnyh bylinnah;!**Bogatyrj** Ilja Muromec zaščiščal rusku zemlju. — **Bogatyrj** pobědil zmaja.
197;bogaty;Imajučy mnogo denej ili imuščstva;!On jest **bogaty** i sčastlivy. — **Bogata** država imaje razvitu ekonomiku.
198;bogatyrj;Junak, hrabryj vojin; glavny hrdina bylin;!**Bogatyrj** Dobrynja Nikitič pobědil zmaja. — **Bogatyrj** sijačil mečem na pravo i lěvo.
199;boginja;Ženska bytost s nadprirodnymi silami v religijah;!**Boginja** mati plodila vsu zemlju. — **Boginja** ljubvy Afrodita byla krasivějšoju.
200;boj;Organizovano srazěnje medžu vojskami; borba;!**Boj** trval tri dny i noči. — **Boj** byl proigran.
201;boiar;Člen visokej arystokratije v staroj Rusi;!**Bojar** síděl v dumě i radil knjazju. — **Bojare** imeli vělike zemly.
202;boiazlivec;Truslivy čelověk; ten, kto se bojit;!**Bojažlivec** ne može byti vojakom. — **Bojažlivc** utekl od opasnosti.
203;boiec;Bojec, borec;!V **bojcu** gorěla vojnohrabrosť. — **Boiec** byl nagražden za hrabrost.
204;boiovati;Učestvovati v boju; vojevati, boriti se;!Vojaky **bojuju** za svoju domovinu. — Oni **bojovali** do poslědnego dychanja.
205;bok;Lěva ili prava strana tela od pleča do bedra;!On držal ruki na **bokah**. — **Bok** zabolel poslě běga.
206;boks;Vid sporta, v ktorom dva borca bijut se pěstami v rukavicah;!**Boks** jest popularny sport vo vsom světě. — On treniruetsja **boksom** už pjat lět.
151;bjiti;Nanosit udary rukoju ili orudjem;!On **bjet** v baraban. — Ne **bij** detej!
207;boksar;Sportist, ktory zanimaje se boksom;!**Boksar** treniruetsa každy den v hale. — Slavny **boksar** pobědil v čempionate.
208;boksovati;Učestvovati v bokse; boriti se pěstami v ringu;!On **boksuje** už deset lět. — **Boksovati** trěbuje silu i izdržlivost.
209;bolj;Bolezn, fizično stradanje;!**Bolj** v zubě byl nesnosny. — On čutvoval **bolj** v serdcě.
210;boljnica;Medicinska ustanova dlja lečenja bolnyh;!**Bolnica** byla perepolnena pacientami. — V **bolniců** ležat poslě operaciji.
211;boljno;Bolezno, trudno; s bolju;!On **bolno** upal na zemlju. — Bylo **bolno** smotreti na jeho stradanja.
212;boljse;Sravnitelna stepen od mnogo; věče;!On imaje **bolje** denej něž ja. — **Bolje** ljudij znajut pravdu.
213;boljsina;Věčinstvo, glavna čast;!**Boljšina** golosovala za kandidata. — **Boljšina** ljudij sotlasna s tym.
214;bomba;Eksplozivno orudje, ktoro uničtožaje na vělikoj prostranstvě;!**Bomba** uničtožila zdanje. — Teroristy postavili **bombu** v avtobusě.
215;boran;Mužska ovca;!**Boran** pasl se na polaně. — **Boran** imaje debelu vlnu i rogy.
216;boranina;Meso borana;!**Boranina** jest populárna v kavkazskoj kuhni. — On kupil kilo **boraniny** na bazarě.
217;borava;Drěvo iz roda Pinus; sosna;!**Borava** raste v sěvernyh lasah. — **Borava** daje dobro drěvo dlja stroiteljstva.
218;borba;Aktivno protivostojanję, konflikt medžu stranami;!**Borba** za svobodu trvala mnogo lět. — **Borba** meždu dvěma grupami.
219;borec;Ten, ktoro borí se; vojin, bojovnik;!**Borec** vyšel na ring. — **Borec** za pravdu byl arestovan.
220;boris;Mužsko ime slavjanskogo proishoždenja („borec“, „slavny v boju“);!**Boris** Godunov byl rusky car. — Moj drug **Boris** rabota v bankě.
221;borislav;Mužsko ime slavjanskogo proishoždenja („borec za slavu“);!**Borislav** byl knjaz v 9. stolětju. — **Borislav** jest popularno ime v Bolgariji.
222;borst;Rastjenje, upotrěbljajemo v kuhni; boršč;!**Boršč** jest tradicionna sup iz buraka. — On vareny **boršč** s smetanoju.
223;borv;Borovica, iglično drěvo;!**Borv** raste na suhih počvah. — Iz **borvi** dělajut mebel.
224;borzy;Bystry, skory;!**Borzy** koń bežal črěz polje. — On jest **borzy** v rabotě.
225;bosy;Ne obuty; bez obuvi;!Děti běgali **bosy** po travě. — **Bosy** čelověk šel po gorjačemu asfaltu.
226;brada;Dlgy vlas na bradě muža;!On nosi dљgu **bradu**. — **Brada** proroka byla sěda.
227;brak;Sjedinenje muža i ženy v semju; supružestvo;!**Brak** byl zaključen v crkvi. — Oni vstupili v **brak** v maju.
228;bramkar;Vratar v sportě;!**Bramkar** zaščišča vrata svojej komandy. — **Bramkar** otbil myč.
229;bramnik;Stražnik u bramy; vratar;!**Bramnik** otvoril bramu dlja gosta. — **Bramnik** stojal u vhoda věs den.
230;brana;Zaščita, oborona;!**Brana** dviže se protiv neprijatelja. — On stojal na **braně** domoviny.
231;brana;Ograda, plot;!**Brana** byla sdělana iz drěva. — **Branu** postavili vokrug sada.
232;branibor;Država v sěverovostočnoj Njemčiny;!**Branibor** jest istorična oblast. — Stolica **Branibora** jest Potsdam.
233;branibor novy;Grad v Němčině, Nový Branibor;!**Novy Branibor** ležit na sěvěru Německeje. — **Novy Branibor** imaje sredověkne stěny.
234;branisto;Město, kde něčto brani; zaščitna pozicija;!**Branisto** bylo ukrepjeno stěnami. — Vojaky deržali **branisto** do poslědnego.
235;braniti;Zaščiščati, oboroniti kogo-libo ili čto-libo;!Mat **brani** svoje děte. — Vojny **branili** svoju zemlju.
236;bradzj;Instrument dlja stryženja; britva;!**Bradzj** byl tup i ne strygal horoše. — **Bradzj** ležala na stolě.
237;brat;Mužsky rodstvenik, ktory imaje iste roditele;!Moj **brat** rabota v bolnicě. — **Brat** i sestra živut vmestě.
238;bratec;Maly brat; laskovo brat;!Moj **bratec** jest ešče maly. — **Bratec** igraje v pesku.
239;brati;Brati, sobirati plody, květy;!Děti **brali** jagody v lesu. — Ona **brala** květy na polaně.
240;bratislava;Stolica Slovakije, ležača na Dunaju;!**Bratislava** jest glavny grad Slovakije. — **Bratislava** imaje krasivy stary grad.
241;bratova;Žena brata;!Moja **bratova** peče vělmi dobro. — **Bratova** pomagala materi.
242;bratovsky;Prinadležny bratu; srodny;!**Bratovsky** drug pomogl mi v težkoj situaciji. — **Bratovska** ljubov jest silna.
243;bratsky;Odnosęčy se k bratu ili bratstvu;!**Bratska** jedinstva byla važna v 19. stolětju. — **Bratsky** sojuz meždu državami.
244;bratstvo;Sojuz ljudij, sdružennyh občimi idejami i cěljami;!**Bratstvo** slovjanskyh narodov. — Masoni imajut svoje **bratstvo**.
245;bravo;Vykrik odobrenja, chvaly;!Publika kričala **bravo**! — **Bravo**, ty sčinil to!
246;breg;Bereg, kraj zemlji u vody;!**Breg** rěky byl pokryt pěskom. — Siděli na **bregu** morja.
247;brehati se;Braniti se, ščipati se;!Sobaka **breše** se na cuzih. — Ne **breši** se na mene!
248;breme;Ťažky nos; obveza, brěme;!**Breme** bylo zaťažko dlja nego. — **Breme** otgovornosti ležalo na jeho plečah.
249;breza;Drěvo s běluju koroju, rasprostraněno v sěvernoj polovině Evropy;!**Breza** raste v lasah i parkah. — Sok **brezy** jest zdravy.
250;brigada;Grupa ljudij, rabotajučih vmestě;!**Brigada** rabočih stroit novy dom. — Nočna **brigada** nastupila na rabotu.
251;briiati;Stryžti vlas britvoju;!On **brije** bradu každy utro. — **Brij** se čisto!
252;brila;Instrument dlja stryženja; britva;!**Brila** ležala v vannoj. — Tupa **brila** ne stryže dobro.
253;brod;Plovuče sredstvo na vodě; korab, lodka;!**Brod** pereplavil ljudij črěz rěku. — Na **brodě** stojal parom.
254;brojnostj;Množestvo, velika količestva;!**Brojnostj** učastnikov byla impozantna. — **Brojnostj** problem.
255;brjoza;Drěvo s běluju koroju; breza;!**Briozo** raste v sěvernyh lasah. — **Briozova** aleja byla krasiva.
256;brjoza;Nadgrobnaja plita;!**Briozo** na mogilě bylo iz mramora. — Na **briozě** byla nadpis.
257;brjozenj;Student, ktory uči se v brjozě; učenik;!**Briozenj** čital knigu v klasě. — **Briozenj** otvěčal urok.
258;brjuho;Čast tela medžu grudju i nogami; želudok;!**Brijuho** bolelo poslě oběda. — On chvatal se za **brijuho**.
259;brjuho;Vypukla čast sosuda;!**Brijuho** amfory bylo okruglo. — **Brijuho** kotla bylo pokryto sadžoju.
260;brjuho;Vnutrenny prazdnik;!**Brijuho** goroda bylo polno ljudij. — Na **brijuhe** ploščadi stajal fontan.
261;brjukevj;Zelenina s debelom koroju;!**Brukva** raste v ogorodě. — **Brukva** jest sladka i sytna.
262;brusnica;Kysla jagoda, rastuča v lasah i na bolotah;!**Brusnica** jest zdrava i bogata vitaminami. — Sbirali **brusnicu** v oseni.
263;brusnicnik;Město, kde rastut brusnicy;!**Brusnicnik** byl v lesu za selom. — V **brusnicniku** bylo mnoho jagod.
264;brvj;Vlas nad okom;!Ona imaje krasivy **brvi**. — **Brvi** zaščiščajut oči od pota.
265;bruz;Morsko životno; morsky rak;!**Bruz** polzal po dnu morja. — **Bruz** jest jedlý.
266;bub;Zvuk, podobny udaru; bubn;!**Bub** slyšet se izdaleka. — **Bub** barabana.
267;bubnar;Muzikant, ktory igraje na bubně;!**Bubnar** bijet v baraban. — **Bubnar** šel vperedi procesiji.
268;bubn;Muzikalny instrument, v ktory bijut palkami; baraban;!**Bubn** zvučal gluhno. — **Bubn** sozyval ljudij na sbor.
269;bvda;Buduče, nastupajuče vreme;!**Buda** verna jest neizvěstna. — V **budě** on planiruje kupiti dom.
270;budzati;Buditi kogo-libo, probuždati;!Mat **budza** děte utrom. — **Budzaj** mene v 7 časov.
271;budjnpesta;Stolica Vengrije, ležača na Dunaju;!**Budimpešta** jest jednym iz najkrasivějšyh gradov Evropy. — **Budimpešta** imaje mnogo termalnyh istočnikov.
272;buditi;Probuvati, vyzivati probuždenje;!Utro **budit** vse živy suščestva. — **Budi** svoje tělo sportom!
273;bvdovati;Strojati, grabiti;!Oni **budujut** novu školu. — **Buduj** dom svoj!
274;bvdovny;Odnosęčy se k stroiteljstvu, budovanju;!**Budovny** material musi byti pročny. — **Budovna** firma rabota na projektu.
275;buducjj;Ktory nastupit, prědstojećy;!**Budučy** god budet važny. — **Buduče** pokolenje.
276;buducnostj;Vreme, ktoro prějde poslě sadašnjosti;!**Budučnostj** prinesti novy tehnologiji. — My dumajem o **budučnosti**.
277;buducnostj;Sudba, predoprědelenje;!**Budučnostj** čelověka jest v jeho rukah. — **Budučnostj** pokaže.
278;buhac;Nočna ptica, sova;!**Buhac** kričal v noči. — **Buhac** jest simbol mudrosti.
279;bujny;Rastučy bystro, obilny, mohutny;!**Bujna** rastitelnosť v tropičnyh lasah. — **Bujny** volosy.
280;bujstvo;Nespokojno povedenje; bunt, besporjadok;!**Bujstvo** molodeži na ulicah. — **Bujstvo** bylo podavleno.
281;buianiti;Činiti bijstvo, besčinovati;!Pjany **bujani** na ulicah. — Ne **bujan** v domě!
282;buk;Drěvo s gladku koroju i jedlymi plodami;!**Buk** raste v Evropě i Aziji. — **Bukovy** lěsy sut krasivy v oseni.
283;bukurestj;Stolica Rumuniji;!**Bukurest** jest glavny grad Rumuniji. — **Bukurest** ležit na rěcě Dymbovicě.
284;bukva;Litera alfavita; znak dlja zapisa zvuka;!**Bukva** A jest prva v alfavitě. — Děti učet se **bukvy**.
285;bukvica;Mala bukva; takže ime knigy;!**Bukvica** byla napisana akuratno. — On pisal **bukviceju** v tetradě.
286;blgar;Člen južnoslovjanskogo naroda, osnovno naseljenje Bolgariji;!**Błgar** žil v Sofiji. — **Błgary** sut gosteprijimny narod.
287;blgariia;Država na Balkanah, stolica Sofija;!**Błgarija** leži na vostočnoj časti Balkan. — **Błgarija** jest izvestna svojimi pljažami.
288;blgary;Množestveno čislo: narod Bolgariji;!**Błgary** upotrěbljajut kyrillicu. — **Błgary** sut ljubitely sporta.
289;blha;Maly skačučy parazit, ktory sase krov;!**Błcha** ukusila sobaku. — **Błchy** sut nošeny na životinah.
290;blscy;Maly morski rak;!**Blscy** sut čast morskoj fauny. — **Blscy** živut v vodě.
291;bunt;Organizovany protest protiv vlasti; vosstanje;!**Bunt** byl podavlen vojskom. — **Bunt** proti nepravdě.
292;burja;Silny větr s doždem ili sněgom;!**Burja** slomala drěva. — **Burja** na morjě byla opasna.
293;burja;Uragan; prirodna katastrofa;!**Burja** uničtožila domy na beregu. — **Burja** prinela věliku škodu.
294;burak;Zelenina s debelu koroju i sladkom mězgoju; svekla;!**Burak** raste v ogorodě. — Vareny **burak** jest zdravy.
295;buran;Silna sněgova burja v stepi;!**Buran** zanesl dorogu. — **Buran** byl tak silny, čto ničego ne bylo vidno.
296;burgas;Grad v Bolgariji na beregu Črnogo morja;!**Burgas** jest važny port Bolgariji. — V **Burgasě** sut krasivy pljažy.
297;brno;Drugy najvěčy grad Čehiji, ležačy na sutoku rěk Svitavy i Svratky;!**Brno** jest kulturny i naučny centr Moravy. — **Brno** imaje věliku universitetu.
298;burny;S burnoju; aktivny, energičny;!**Burny** potok nesl vodu bystro. — **Burnyj** aplodismenty.
299;burunduk;Maly gryzun s prugami na hrbtě, živučy v lasah;!**Burunduk** skakal po větvam. — **Burunduk** sbiral ořěhy na zimu.
300;bvry;Buryjavn, typo byliny;!**Buryjany** rosli vokrug doma. — **Buryjany** sut nepotrebny rastjenja.
301;buvol;Věliko rogate životino podobno kravě, živuče v tropikah;!**Buvol** pasl se na travě. — **Buvol** jest ispolzovan v selskom hoziajstvě.
302;buvoljca;Žena buvola;!**Buvoljca** kormila tele. — **Buvoljca** stojala u rěky.
303;bzina;Bystrota; skorost;!**Bzina** avtomobila byla 100 km/h. — S **bzinoju** světlovoju.
304;byk;Mužska korova; rogata životina;!**Byk** pasl se na polaně. — **Byk** jest simbol sily.
305;byt;Bytje, suščestvovanje;!**Byt** opredělja soznanje. — V **bytě** on jest prosty čelověk.
306;byti;Osnovny glagol, označajučy suščestvovanje, nahodjenje;!**Byti** ili ne **byti**, to jest vopros. — On **bude** doma večerom.
307;bytiie;Bytje, suščestvovanje, realnost;!**Bytije** opredělja soznanje. — V **bytiji** vsako čto imaje smysl.
308;byvaj;Često, obyknoveno;!**Byvaj**, on prihodil každy den. — **Byvaj** tako byva.
309;byvsy;Ktory byl v prošlom; minuvšy;!**Byvsy** prezident ušel v otstavku. — **Byvsy** drug ne zvonil věče.
310;bzdura;Gluposť, nesmysl;!Ne govori **bzdu**ry! — Eto jest **bzdura**.
311;bzdura;Bezsmysleny razgovor; pustoslov;!On govoril **bzdu**ry ves večer. — **Bzdura** ne stoji vnimanja.
312;bzdura;Malo cenny prědmět;!Kupi li ty tu **bzdu**ru? — Eto ne stoji ničego, prosta **bzdura**.
313;caj;Napitok iz sušenyh listov čajnogo kusta;!Pijem **čaj** s limonom. — **Čaj** jest zdravy napitok.
314;cajnik;Sosud dlja pripravy čaju;!V **čajniku** kypi voda. — **Čajnik** stoji na stolě.
315;ceka;Ptak iz rodiny vranjih;!**Čeka** siši na drěvě. — **Čeky** sut pametlivy pticy.
316;cekati;Čakati, byti uvěrejnym, že něčto nastupi;!My **čekali** avtobus na stopalkě. — **Čekaj** mene, ja skoro!
317;capati;Hvatati rukoju; ščipati;!On **čapa** za ruku. — Ne **čapaj** to, jest gorjače!
318;capati;Běžati, utěkati;!Sobaka **čapa** za zajcem. — Děti **čapajut** po dvoru.
319;caplja;Ptak s dlgymi nogami i kljunom živučy v vodě;!**Čaplja** stojala na jednej nožkě v vodě. — **Čaplja** lovi ryby.
320;caplja;Mala lodka s ostrom nosom;!**Čaplja** plyla po rěcě. — **Čaplja** byla legka i bystra.
321;car;Monarh u slavjanskyh i vostočnyh narodov;!**Car** Peter Velyky reformoval Rusiju. — **Car** vladel vsemju zemlju.
322;cara;Carica, žena cara;!**Cara** síděla na troně. — **Cara** byla krasiva i mudra.
323;caraptati;Drapati, ščipati;!Kot **carapce** divan. — **Carapaj** mně po spině.
324;cargrad;Starodavno ime Konstantinopolja (dnes Stambul);!**Cargrad** byl stolicu Vizantiji. — **Cargrad** ležit na Bosporě.
325;carka;Kratka linija; črta;!Postav **čarku** na bumagě. — **Čarka** była rovna.
326;cjarka;Tankaja linija ili črta;!**Cjarka** na kameně byla vytvorena rezcom. — **Cjarka** dělila pole na dve časti.
327;carodej;Člověk, ktory vykori mągičny sily; čaroděj;!**Carodej** skazal zaklinanje. — **Carodej** žil v lesnoj izbůšce.
328;carodejnictvo;Mągična aktivnost; čarodějstvo;!**Carodejnictvo** bylo zabroneno crkvoju. — Ona zanimala se **carodejnictvom**.
329;carodejnik;Muž, ktory zanimaje se magijeju;!**Carodejnik** prodaval amulety. — **Carodejnik** byl izgnan iz selo.
330;carodejstvo;Magija, čarodějstvo;!**Carodejstvo** bylo osuždeno. — On věril v **carodejstvo**.
331;carstvo;Država pod vladom cara;!**Carstvo** ruskoje bylo ogromno. — **Carstvo** nebesnoje.
332;cas;Měr, v ktorom sobytja slučajut;!**Čas** běžyt bystro. — Koliko jest **časa**?
333;casa;Sosud dlja pitja; čaška;!**Časa** byla polna vina. — Vypij **času** do dna!
334;casica;Mala časa; čašečka;!**Časica** kavy. — Daj mi **časicu** čaju.
335;casopis;Periodično izdanje, žurnal;!**Časopis** vyhodit každy měsjac. — On čita **časopis** v metro.
336;casovnik;Instrument dlja izměrenja časa;!**Časovnik** pokazuje točny čas. — Moj **časovnik** stojal.
338;ceboksar;Grad v Rossiji, stolica Čuvaškije;!**Čeboksary** ležat na Volgě. — **Čeboksary** sut stolicy Čuvaškije.
340;cedo;Malo děte;!**Čedo** spalo v kolibcě. — Mat ljubila svoje **čedo**.
341;celjadj;Semja, domašnji;!**Čeljadj** sobiralas u stola. — Vsa **čeljadj** byla na večeri.
342;celavy;Celujučy; ktory celuje;!**Celavy** muž podšel k ženě. — **Celavy** gost.
